Category	Code	Lab Item	 Rate 	IP Markup	Package	External	Sample Type
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP		10	NO	NO	ASPIRATE
BIOCHEMISTRY	POT/A	AHC - POTASSIUM	550	10	NO	NO	BLOOD
BIOCHEMISTRY	PDT/A	AHC - PREGNANCY TEST	600	10	NO	NO	BLOOD
BIOCHEMISTRY	PRL/A	AHC - PROLACTIN	2130	10	NO	YES	BLOOD
SEROLOGY/IMMUNOLOGY	PSA/A	AHC - PSA PROSTATIC SPECIFIC ANTIGEN	2500	10	NO	NO	BLOOD
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S	1400	10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
MICROBIOLOGY	PUS/A	AHC - PUS SWAB M/C/S		10	NO	NO	PUS
HAEMATOLOGY AND B.TRANSFUSION	RCC/A	AHC - RETICULOCYTE COUNT	600	10	NO	NO	BLOOD
SEROLOGY/IMMUNOLOGY	RF/A	AHC - RHEUMATOID FACTOR	500	10	NO	NO	BLOOD
SEROLOGY/IMMUNOLOGY	RAV/A	AHC - ROTA/ ADENOVIRUS ANTIGEN	1400	10	NO	NO	STOOL
SEROLOGY/IMMUNOLOGY	RAV/A	AHC - ROTA/ ADENOVIRUS ANTIGEN		10	NO	NO	STOOL
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF	1900	10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
MICROBIOLOGY	RCSF/A	AHC - ROUTINE CSF		10	NO	NO	CSF
SEROLOGY/IMMUNOLOGY	SAG/A	AHC - SALMONELLA ANTIGEN	1500	10	NO	NO	BLOOD
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE	1950	10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
MICROBIOLOGY	SMNC/A	AHC - SEMEN CULTURE		10	NO	NO	SEMEN
CYTOLOGY	SMN/A	AHC - SEMENALYSIS	900	10	NO	NO	SEMEN
CYTOLOGY	SMN/A	AHC - SEMENALYSIS		10	NO	NO	SEMEN
CYTOLOGY	SMN/A	AHC - SEMENALYSIS		10	NO	NO	SEMEN
CYTOLOGY	SMN/A	AHC - SEMENALYSIS		10	NO	NO	SEMEN
CYTOLOGY	SMN/A	AHC - SEMENALYSIS		10	NO	NO	SEMEN
CYTOLOGY	SMN/A	AHC - SEMENALYSIS		10	NO	NO	SEMEN
CYTOLOGY	SMN/A	AHC - SEMENALYSIS		10	NO	NO	SEMEN
CYTOLOGY	SMN/A	AHC - SEMENALYSIS		10	NO	NO	SEMEN
CYTOLOGY	SMN/A	AHC - SEMENALYSIS		10	NO	NO	SEMEN
CYTOLOGY	SMN/A	AHC - SEMENALYSIS		10	NO	NO	SEMEN
CYTOLOGY	SMN/A	AHC - SEMENALYSIS		10	NO	NO	SEMEN
CYTOLOGY	SMN/A	AHC - SEMENALYSIS		10	NO	NO	SEMEN
CYTOLOGY	SMN/A	AHC - SEMENALYSIS		10	NO	NO	SEMEN
CYTOLOGY	SMN/A	AHC - SEMENALYSIS		10	NO	NO	SEMEN
CYTOLOGY	SMN/A	AHC - SEMENALYSIS		10	NO	NO	SEMEN
CYTOLOGY	SMN/A	AHC - SEMENALYSIS		10	NO	NO	SEMEN
CYTOLOGY	SMN/A	AHC - SEMENALYSIS		10	NO	NO	SEMEN
BIOCHEMISTRY	SER/A	AHC - SERIAL SUGARS	1500	10	NO	NO	BLOOD
BIOCHEMISTRY	ALB/A	AHC - SERUM ALBUMIN	500	10	NO	NO	BLOOD
BIOCHEMISTRY	CHOL/A	AHC - SERUM CHOLESTEROL	550	10	NO	NO	BLOOD
BIOCHEMISTRY	PROT/A	AHC - SERUM PROTEIN	500	10	NO	NO	BLOOD
BIOCHEMISTRY	SGOT/A	AHC - SGOT AST ASPARTATE TRANSAMINASE	550	10	NO	NO	BLOOD
BIOCHEMISTRY	SGPT/A	AHC - SGPT ALT ALANINE TRANSAMINASE	550	10	NO	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	SICKL/A	AHC - SICKLING TEST	400	10	NO	NO	BLOOD
BIOCHEMISTRY	SOD/A	AHC - SODIUM	550	10	NO	NO	BLOOD
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S	1950	10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	SPT/A	AHC - SPUTUM M/C/S		10	NO	NO	SPUTUM
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY	1950	10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	STLC/A	AHC - STOOL CULTURE AND SENSITIVITY		10	NO	NO	STOOL
MICROBIOLOGY	OCC/A	AHC - STOOL FOR OCCULT BLOOD	550	10	NO	NO	STOOL
MICROBIOLOGY	STL/A	AHC - STOOL FOR OVA AND CYSTS	550	10	NO	NO	STOOL
MICROBIOLOGY	STL/A	AHC - STOOL FOR OVA AND CYSTS		10	NO	NO	STOOL
MICROBIOLOGY	STL/A	AHC - STOOL FOR OVA AND CYSTS		10	NO	NO	STOOL
MICROBIOLOGY	STL/A	AHC - STOOL FOR OVA AND CYSTS		10	NO	NO	STOOL
MICROBIOLOGY	STL/A	AHC - STOOL FOR OVA AND CYSTS		10	NO	NO	STOOL
MICROBIOLOGY	STL/A	AHC - STOOL FOR OVA AND CYSTS		10	NO	NO	STOOL
MICROBIOLOGY	STL/A	AHC - STOOL FOR OVA AND CYSTS		10	NO	NO	STOOL
MICROBIOLOGY	STL/A	AHC - STOOL FOR OVA AND CYSTS		10	NO	NO	STOOL
MICROBIOLOGY	STL/A	AHC - STOOL FOR OVA AND CYSTS		10	NO	NO	STOOL
BIOCHEMISTRY	T3/A	AHC - T3 LEVELS	1200	10	NO	NO	BLOOD
BIOCHEMISTRY	T4/A	AHC - T4 LEVELS	1200	10	NO	NO	BLOOD
MICROBIOLOGY	TBCUL/A	AGA MSA - TB CULTURE	4000	10	NO	YES	OTHER
SEROLOGY/IMMUNOLOGY	TBS/A	AHC - TB SEROLOGY	1000	10	NO	YES	OTHER
BIOCHEMISTRY	TFT/A	AHC - THYROID FUNCTION TESTS	3300	10	NO	NO	BLOOD
BIOCHEMISTRY	TFT/A	AHC - THYROID FUNCTION TESTS		10	NO	NO	BLOOD
BIOCHEMISTRY	TFT/A	AHC - THYROID FUNCTION TESTS		10	NO	NO	BLOOD
BIOCHEMISTRY	TROP/A	AHC - TROPONIN LEVELS	2800	10	NO	NO	BLOOD
BIOCHEMISTRY	TSH/A	AHC - TSH ONLY	1200	10	NO	NO	BLOOD
